customer_id,age,region,subscription_type,device_type,contract_type,payment_method,satisfaction_score,tenure_months,monthly_spend,sessions_per_week,avg_session_minutes,weekly_minutes,usage_score_proxy,support_tickets_90d,payment_delays_6m,last_login_days_ago,estimated_income,usage_variability,engagement_score,spend_per_session,promo_opt_in,auto_renew,churn
2285,44,Central,Standard,Mobile,Quarterly,Digital Wallet,1,54,56.74,6.47,26.88,167.2,141.49,3,0,3.64,57314.98,12.79,57.35,8.76,No,0,1
533,33,South,Basic,Mobile,Monthly,Card,4,5,20.11,5.16,13.93,69.12,74.23,1,1,,62500.49,3.35,59.78,3.9,No,1,1
2874,18,North,Standard,Mobile,Annual,Bank Transfer,5,3,45.19,2.98,21.88,68.3,64.04,5,0,5.08,79826.87,11.38,61.88,15.17,No,1,0
2706,36,West,Standard,Mobile,Quarterly,Bank Transfer,3,30,47.6,1.31,,27.29,20.89,2,0,15.92,42432.07,14.29,36.99,36.34,Yes,1,0
1503,54,South,Basic,Mobile,Quarterly,Card,3,17,30.26,5.12,25.41,144.75,95.07,2,1,2.92,75081.8,7.67,67.79,5.91,No,0,1
762,46,East,Basic,Desktop,Monthly,Digital Wallet,4,22,20.86,4.37,31.54,141.96,89.69,1,1,2.39,51748.22,1.43,74.59,4.77,No,1,0
2753,19,North,Standard,Desktop,Annual,Digital Wallet,4,15,55.55,5.02,26.66,115.41,95.41,0,1,0.96,53951.39,19.09,71.85,11.06,Yes,1,0
1212,32,West,Basic,Mobile,Annual,Card,4,26,20.2,6.67,26.9,191.62,117.33,2,0,2.97,43211.61,11.37,78.21,3.03,No,1,1
2244,49,South,Basic,Mobile,Annual,Card,5,15,36.13,4.35,21.14,84.69,71.59,1,1,0.98,53024.86,11.67,79.22,8.3,No,1,0
1794,34,West,Standard,Mobile,Monthly,Digital Wallet,5,24,48.46,4.99,10.62,64.75,48.39,0,0,17.58,29512.83,13.75,45.07,9.72,No,1,0
536,46,North,Premium,Mobile,Quarterly,Card,4,24,87.97,6.73,24.5,162.59,114.38,0,1,23.14,64284.04,9.89,59.22,13.08,Yes,0,1
1747,31,East,Standard,Desktop,Annual,Card,3,16,47.66,6.48,35.17,215.24,154,0,0,12.93,89739.32,15.78,66.29,7.35,Yes,1,1
464,18,West,Standard,Tablet,Monthly,Bank Transfer,3,10,59.22,7.74,29.63,230.82,192.71,2,0,4.46,46837.41,14.34,54.82,7.65,No,0,1
2678,44,Central,Standard,Mobile,Annual,Bank Transfer,4,11,50.72,4.38,26.77,129.62,103.67,4,0,3.08,78371.29,9.64,62.72,11.58,Yes,1,0
1840,27,North,Premium,Desktop,Quarterly,Card,1,11,98.81,5.59,26.11,140.85,110.6,1,1,3.83,94094.86,10.1,61.52,17.69,No,0,1
2863,29,South,Premium,Desktop,Monthly,Digital Wallet,5,39,106.84,2.83,23.19,65.6,90.66,,0,,51348.66,7.32,47,37.81,No,1,0
125,48,South,Basic,Mobile,Monthly,Bank Transfer,3,10,25.36,2.5,16.61,48.11,42,3,1,6.31,52027.38,11.83,55.25,10.16,Yes,0,0
179,37,East,Basic,Desktop,Monthly,Card,3,3,17.07,4.91,30.44,139.15,91.09,1,0,1.54,78184.06,14.4,73.04,3.48,No,1,1
193,33,East,Standard,Desktop,Monthly,Card,3,21,64.02,9.49,40.43,380.5,252.48,3,1,2.54,66403.03,10.41,75.98,6.75,Yes,0,1
2308,38,North,Basic,Desktop,Annual,Bank Transfer,3,12,28.86,5.3,26.67,140.54,97.45,1,0,10.24,21686.46,9.76,52.95,5.44,No,1,0
1430,47,North,Standard,Mobile,Annual,Digital Wallet,5,4,58.96,4.04,29.04,124.31,100.67,2,0,2.83,48441.75,9.36,64.14,14.59,No,1,0
1692,19,Central,Basic,Mobile,Monthly,Card,3,32,38.77,3.6,,81.81,67.09,3,1,5.89,52945.64,9.32,45.78,10.76,No,1,0
742,52,East,Basic,Desktop,Monthly,Card,5,9,19.69,7.96,34.1,262.37,172.11,1,3,6.54,64109.03,4.57,70.95,2.47,No,0,0
1035,32,North,Basic,Mobile,Quarterly,Card,2,11,23.06,2.19,18.5,43.86,13.49,1,0,2.65,64698.55,17.63,64.16,10.52,No,0,0
1967,41,North,Standard,Mobile,Monthly,Card,3,15,60.19,7.92,,154.1,133.54,2,0,7.55,52928.25,12.18,41.3,7.6,Yes,1,1
479,38,Central,Basic,Mobile,Monthly,Bank Transfer,4,14,39.95,8,18.79,146.9,89.77,0,1,5.43,36842.46,12.7,82.14,4.99,No,0,0
1028,38,West,Basic,Mobile,Quarterly,Card,1,39,21.2,5.06,19.32,103.19,59.44,1,0,9.48,72259.5,11.86,46.75,4.19,No,0,1
2602,55,South,Premium,Mobile,Monthly,Card,5,9,90.17,3.37,16.7,49.3,64.8,1,0,1.33,87618.75,6.32,76.23,26.79,Yes,1,1
369,40,East,Standard,Mobile,Monthly,Bank Transfer,2,1,58.21,3.7,20.38,60.59,66.39,1,0,4.87,96143.86,9.11,66.38,15.72,Yes,0,1
2524,18,East,Basic,Mobile,Monthly,Digital Wallet,3,9,22.35,4.05,38.18,135.99,96.51,0,0,12.51,52898.28,18.23,63.08,5.52,Yes,1,1
846,42,East,Basic,Mobile,Monthly,Digital Wallet,3,32,25.35,6.33,21.7,124.39,91.46,1,0,1.63,53045.1,3.01,74.74,4.01,No,1,0
257,43,Central,Standard,Mobile,Monthly,Card,3,30,64.85,3.07,27.14,76.22,58.61,1,1,10.33,52575.52,7.49,65.01,21.12,Yes,1,1
1223,43,East,Basic,Mobile,Monthly,Bank Transfer,1,31,23.39,2.48,22.39,70.94,92.09,1,1,11.51,31926.34,5.27,46.62,9.45,Yes,1,1
1993,41,North,Standard,Mobile,Monthly,Bank Transfer,1,7,55.08,7.55,27.97,201.37,180.32,1,0,1.39,41181.36,8.97,88.64,7.29,Yes,1,0
212,22,South,Basic,Mobile,Annual,Digital Wallet,5,22,21.74,7.09,20.07,134.92,102.1,2,3,3.36,71724.41,8.45,91.79,3.07,Yes,1,1
2690,18,North,Standard,Mobile,Monthly,Bank Transfer,2,23,49.87,6.78,28.34,188.42,143.25,4,1,6.67,65871.95,3.04,,7.36,No,0,0
1950,62,Central,Basic,Mobile,Quarterly,Bank Transfer,5,30,33.45,6.8,24.93,161.47,111.74,2,0,2.47,70192.99,16.37,83.24,4.92,Yes,1,0
1363,18,South,Basic,Mobile,Quarterly,Digital Wallet,1,39,35.89,5,,79.59,84.34,2,1,8.76,40894.61,10.54,45.07,7.18,Yes,1,1
2152,47,North,Basic,Mobile,Annual,Card,3,17,23.74,5.35,12.96,72.45,70.51,1,0,13.53,51578.42,7.89,51.03,4.44,No,1,0
2154,25,East,Basic,Mobile,Monthly,Bank Transfer,5,30,27.1,8.55,37.35,313.75,243.32,0,1,0.65,56210.27,10.54,69.38,3.17,No,0,0
568,30,Central,Standard,Desktop,Monthly,Card,3,14,53.15,3.76,26.31,120.97,116.39,2,0,11.18,65742.44,2.75,,14.12,Yes,0,0
2207,33,West,Standard,Mobile,Monthly,Card,2,18,60.55,4.68,,105.77,103.22,1,0,11.04,33556.84,10.43,54.27,12.95,Yes,1,0
2094,48,West,Basic,Desktop,Monthly,Bank Transfer,3,6,24.16,7.91,13.56,106.44,92.22,0,2,4.56,50451.6,17.02,59.57,3.06,Yes,1,0
1711,31,Central,Basic,Desktop,Annual,Digital Wallet,4,28,41.75,6.96,38.1,257.6,187.84,0,0,0.31,60446.87,8.02,85.04,6,Yes,1,0
1264,33,Central,Basic,Mobile,Monthly,Bank Transfer,4,8,27.77,6.94,32.45,230.22,144.11,3,0,5.56,50922.87,12.73,89.15,4,No,1,1
2124,39,Central,Premium,Desktop,Annual,Card,3,19,93.37,3.82,23.97,93.58,126.19,2,0,14.97,57104.45,10.02,46.41,24.44,Yes,1,0
799,50,East,Standard,Tablet,Monthly,Digital Wallet,2,11,52.51,5.88,25.69,149.7,146.06,1,2,1.19,64590.58,8.46,58.54,8.92,Yes,1,0
81,43,East,Standard,Mobile,Annual,Digital Wallet,2,19,61.05,6.31,25.28,169.06,121.59,1,0,3.99,71213.17,4.87,77.05,9.67,No,1,0
33,32,West,Premium,Desktop,Quarterly,Card,3,45,102.89,6.42,21.32,132.65,109.27,1,0,2.18,76504.37,6.15,83.9,16.02,Yes,0,0
415,35,West,Premium,Mobile,Quarterly,Digital Wallet,3,43,112.94,2.69,17.09,52.95,57.47,2,0,8.84,62468.45,30.6,58.63,41.95,No,1,1
1805,39,East,Basic,Mobile,Monthly,Card,4,5,34.34,2.77,25.12,66.84,49.51,3,1,6.65,43116.43,23.91,61.85,12.4,No,1,1
2214,59,North,Basic,Desktop,Monthly,Digital Wallet,4,22,23.09,3.59,17.47,71.11,60.11,1,2,2.42,43332.2,4.31,86.03,6.43,No,1,0
1322,31,East,Basic,Mobile,Quarterly,Card,3,34,26.83,4.32,19.96,75.68,51.41,0,1,23.12,67787.31,12.25,38.86,6.21,Yes,0,1
1568,40,North,Standard,Mobile,Annual,Card,3,7,42.97,5.56,18.52,109.48,96.66,3,1,11.44,79360.56,6.3,38.06,7.72,Yes,1,0
784,49,West,Basic,Mobile,Annual,Digital Wallet,4,7,26.86,3.48,40,136.7,98.13,0,1,7.49,62881.59,6.01,79.71,7.72,No,1,0
2992,58,North,Standard,Desktop,Monthly,Digital Wallet,3,9,71.03,5.23,17.46,98.81,71.98,2,0,13.35,41032.17,5.03,57.88,13.58,No,1,0
1413,19,South,Standard,Desktop,Monthly,Card,5,8,47.63,6,22.18,133.45,91.05,2,1,2.83,57236.8,2.06,78.18,7.94,Yes,0,0
458,28,Central,Standard,Desktop,Quarterly,Card,4,15,69.61,0.96,10.04,7.6,30.49,1,1,7.13,89476.73,14.61,57.7,72.37,Yes,1,1
140,73,South,Basic,Tablet,Annual,Bank Transfer,2,13,24.08,5.1,21.27,109.45,70.24,2,1,1.71,,20.63,,4.72,Yes,1,0
2231,44,West,Basic,Tablet,Quarterly,Card,4,9,27.66,4.59,19.93,80.9,49.89,3,0,8.02,47705.4,16.76,57.93,6.03,No,0,0
1026,34,East,Standard,Mobile,Monthly,Card,3,4,48.6,7.05,25.43,181.75,141.57,2,2,2.29,54071.48,9.86,81.78,6.89,No,1,0
89,44,South,Premium,Mobile,Annual,Card,3,15,86.75,7.46,19.77,135.31,95.77,0,1,2.91,52243.49,23.5,73.7,11.63,Yes,1,0
1443,21,North,Standard,Mobile,Monthly,Bank Transfer,5,17,57.98,5.37,14.97,81.19,85.64,0,0,1.26,99552.06,7.82,62.98,10.8,Yes,0,0
1832,39,North,Premium,Mobile,Quarterly,Bank Transfer,5,1,103.12,6.53,35.71,239.49,208.56,1,1,1.77,97002.88,10.12,77.54,15.79,No,0,0
2577,28,North,Basic,Mobile,Annual,Card,4,7,32.46,3.05,29.46,104.81,93.59,1,0,13.75,63060.3,21.81,52.62,10.66,Yes,1,0
255,35,Central,Basic,Mobile,Monthly,Card,4,13,29.94,2.6,12.79,31.44,35.58,1,1,7.68,48201.01,8.52,61.07,11.49,No,1,1
606,44,South,Standard,Desktop,Monthly,Digital Wallet,4,20,45.19,5.16,22.28,135.83,97.56,0,1,1.76,44750.68,8.72,70.77,8.75,Yes,1,0
1045,29,South,Premium,Mobile,Annual,Card,1,12,94.32,3.27,18.56,56.56,60.62,1,0,10.16,55741.3,9.08,,28.87,No,1,0
569,45,East,Basic,Mobile,Monthly,Card,5,30,24.43,4.91,16.39,64.87,47.59,1,0,7.61,45485.13,11.9,49.1,4.97,No,1,0
1733,35,East,Standard,Mobile,Monthly,Bank Transfer,4,23,57.68,9.33,24.73,226.29,155.67,1,1,1.69,34287.46,16.75,73.9,6.18,Yes,1,1
2543,34,West,Basic,Desktop,Monthly,Bank Transfer,2,5,36,6.67,15.1,93.33,93.76,0,0,5.85,53309.8,8.93,63.38,5.39,No,0,1
858,43,North,Basic,Desktop,Monthly,Card,4,10,29.22,2.73,,66.05,74.44,1,0,5.69,48097.26,3.6,50.38,10.7,No,0,0
2473,42,East,Premium,Desktop,Annual,Card,4,3,78.5,4.73,17.38,93.66,71.73,0,2,5.53,45560.29,5.87,63.48,16.58,Yes,1,0
818,41,Central,Standard,Mobile,Annual,Digital Wallet,4,13,46.28,5.58,22.91,115.68,112.15,0,0,8.37,49275.05,5.99,,8.29,No,1,0
2031,54,South,Basic,Mobile,Monthly,Bank Transfer,5,11,34.05,2.69,25.78,51.86,41.15,2,2,3.09,33896.91,5.14,60.39,12.66,No,0,1
1878,60,West,Basic,Mobile,Annual,Card,3,4,30.53,4.68,25.71,115.7,96.68,1,1,2.72,27433.58,14.3,,6.52,No,1,0
142,26,Central,Basic,Mobile,Quarterly,Bank Transfer,2,7,44.37,5.75,,117.46,101.58,3,1,6.28,66557.69,24.55,54.7,7.71,Yes,0,1
444,54,Central,Basic,Mobile,Monthly,Card,3,22,38.05,8.75,,235.03,172.35,0,0,8.91,79066.49,18.39,70.01,4.35,No,1,1
1175,37,South,Premium,Desktop,Annual,Card,2,12,91.37,6.24,,121.05,106.17,2,1,4.46,66363.16,8,82.22,14.65,Yes,1,0
487,29,Central,Basic,Desktop,Monthly,Card,2,56,41.48,8.21,27.66,224.68,162.6,3,2,3.57,94452.18,18.26,77.12,5.05,No,0,1
882,49,Central,Basic,Desktop,Monthly,Bank Transfer,5,10,38.42,5.06,24.35,124.39,112.67,3,0,3.27,58978.08,12.86,70.17,7.59,No,1,0
2565,52,West,Standard,Mobile,Quarterly,Bank Transfer,4,11,,5.79,24.99,144.77,117.82,1,1,4.13,43477.59,4.78,76.78,10.63,Yes,0,0
1085,39,North,Standard,Mobile,Annual,Digital Wallet,5,5,45.98,4.19,15.87,52.93,42.15,1,0,4.45,74448.33,16.49,65.37,10.97,No,1,0
1300,26,South,Basic,Mobile,Monthly,Card,4,7,33.65,1.99,27.73,69.69,80.44,2,1,13.54,91200.04,14.58,48.16,16.89,Yes,1,1
176,40,South,Premium,Mobile,Monthly,Digital Wallet,4,10,89.24,3.15,17.55,60.7,50.86,0,1,5.14,55147.01,6.18,67.19,28.35,Yes,0,0
1095,30,South,Basic,Tablet,Quarterly,Card,3,27,27.93,4.76,19.76,101.47,68.06,1,1,0.84,47010.04,2.71,76.78,5.86,No,0,0
2701,48,Central,Premium,Mobile,Quarterly,Card,2,31,100.52,7.77,22.23,174.73,150.47,2,0,1.59,75570.74,21.54,,12.95,No,1,1
2847,31,West,Basic,Desktop,Monthly,Card,1,14,30.3,4.13,24.41,103.11,66.35,1,3,11.2,38994.8,6.53,,7.35,No,1,1
1964,35,West,Basic,Desktop,Quarterly,Card,4,2,28.32,4.89,30.95,155.43,118.73,0,0,1.2,47265.28,18.75,,5.79,No,1,0
2682,35,West,Standard,Desktop,Monthly,Digital Wallet,1,21,51.02,0.73,23.89,28.31,34.78,1,1,6.92,39000.67,15.31,58.01,69.43,Yes,0,1
2098,28,North,Basic,Desktop,Monthly,Bank Transfer,3,8,19.56,5.27,18.22,92.26,72.99,1,1,19.29,73467.17,3.23,53.8,3.71,No,1,1
2156,45,North,Standard,Mobile,Monthly,Card,4,19,53.61,6.37,26.55,169.38,146.24,2,2,4.62,89740.68,12.26,68.08,8.41,No,0,1
1557,29,South,Premium,Mobile,Monthly,Bank Transfer,5,42,95.59,7.16,29.47,209.9,178.17,0,0,0.4,78310.39,11.19,85.15,13.34,Yes,0,0
1671,37,South,Standard,Desktop,Quarterly,Bank Transfer,4,11,39.83,6.72,28.58,190.89,148.17,2,1,9.91,50932.65,5.99,,5.93,Yes,1,1
178,40,Central,Standard,Desktop,Monthly,Bank Transfer,5,3,39.7,5.9,22.92,135.32,100.81,2,0,6.13,60415.81,9.5,90.09,6.73,Yes,1,0
1079,31,East,Standard,Desktop,Monthly,Card,2,3,515.8389952,0.67,58.17099634,26.12,54.94,18,0,5.62,39702.42,13.99,62.57,103.81,No,1,1
599,41,East,Premium,Desktop,Annual,Card,3,30,,6.7,22.52,155.37,146.31,4,0,7.05,73279.5,16.75,56.64,13.84,No,1,0
2191,47,East,Basic,Desktop,Quarterly,Card,2,20,34.31,4.49,9.36,35.41,38.99,3,1,12.67,74748.25,12.8,47.99,7.64,Yes,0,1
2532,45,Central,Basic,Mobile,Monthly,Card,1,35,31.47,4.27,14.17,65.86,35.57,0,0,6.69,55301.35,16.11,,7.37,Yes,1,0
2668,35,Central,Standard,Mobile,Monthly,Card,4,13,40.01,0.25,,11.1,26.78,0,0,8.99,82861.95,9.93,65.2,133.37,Yes,0,0
2787,38,East,Premium,Mobile,Monthly,Bank Transfer,2,17,93.44,6.99,22.57,150,111.87,1,1,1.27,32979.44,8.95,80.6,13.37,No,1,0
480,69,Central,Premium,Tablet,Monthly,Bank Transfer,4,12,78.18,5.6,26.99,148.46,122.03,1,1,2.7,93764.84,7.06,62.62,13.97,Yes,0,1
1968,37,Central,Basic,Mobile,Annual,Card,2,20,30.71,6.77,11.56,70.26,56.39,0,1,5.85,60387.04,9.53,74.6,4.53,Yes,1,0
1058,43,Central,Premium,Mobile,Quarterly,Card,2,21,97.08,6.56,29.93,185.39,182.48,1,0,20.95,97071.27,10.43,43.3,14.79,Yes,0,0
2269,18,South,Standard,Mobile,Monthly,Card,1,29,53.58,5.39,23.02,108.73,95.9,2,0,5.39,62025.19,5.4,,9.95,No,1,0
534,43,Central,Standard,Mobile,Monthly,Bank Transfer,3,43,60.17,4.32,20.5,75.03,77.37,0,1,24.75,34958.76,4.4,28.13,13.92,No,0,0
1104,44,Central,Basic,Mobile,Monthly,Digital Wallet,5,13,39.6,4.02,19.79,85.12,43.57,0,0,4.77,49574.43,5.07,32.41,9.85,Yes,1,0
1107,22,Central,Premium,Desktop,Monthly,Bank Transfer,2,21,90.59,0.2,11.59,5,32.8,0,0,4.29,51287.83,23.78,72.95,301.96,Yes,1,1
2928,41,Central,Premium,Desktop,Monthly,Digital Wallet,4,47,93.63,8.31,36.73,313,235.95,5,0,6.15,77568.17,21.42,,11.26,No,1,1
1124,35,South,Standard,Mobile,Monthly,Card,5,24,45.82,7.29,21.78,140.72,122.65,1,1,1.49,53214.12,14.89,73.89,6.28,Yes,1,0
943,44,North,Standard,Mobile,Monthly,Card,4,14,61.55,7.52,24.42,177.96,122.88,0,3,6.88,45806.38,9.83,51.11,8.18,No,0,1
163,64,North,Basic,Tablet,Monthly,Card,4,37,45.52,5.73,31.52,168.64,132.36,1,0,1.52,70950.43,13.29,72.62,7.95,No,0,0
1552,29,West,Basic,Tablet,Quarterly,Bank Transfer,4,16,18.17,0.63,,26.78,11.29,1,1,5.93,77609.13,12.45,62.77,28.94,Yes,1,0
966,22,South,Basic,Tablet,Annual,Card,2,8,18.57,7.4,16.84,125.4,87.6,0,1,,78464.5,23.84,65.02,2.51,Yes,1,0
472,33,Central,Premium,Mobile,Monthly,Card,4,67,104.5,5.27,21.44,123.03,115.44,2,0,9.86,90457.19,7.93,48.84,19.84,No,1,0
845,40,South,Premium,Mobile,Annual,Card,2,34,94.54,5.99,29.5,173.04,157.17,,0,15.11,66574.94,3.39,54.97,15.77,No,1,0
999,40,North,Standard,Mobile,Quarterly,Card,3,12,56.38,6.25,15.89,100.93,99.37,1,0,1.17,70276.52,3.4,72.36,9.02,Yes,0,0
1905,45,East,Premium,Mobile,Annual,Card,3,7,101.69,5.77,28.47,171.13,160.61,4,1,6.8,45401.21,8.54,51.91,17.62,No,1,0
31,64,North,Basic,Mobile,Monthly,Card,4,14,37.43,1.6,20.42,33.6,47.06,1,1,13.32,82459.96,15.24,43.82,23.33,No,1,0
2891,28,North,Basic,Mobile,Monthly,Digital Wallet,3,35,33.68,7.29,27.97,211.71,158.32,4,0,3.13,53492.2,37.85,58.07,4.62,No,1,1
424,20,North,Premium,Mobile,Quarterly,Card,3,19,72.38,4.44,20.68,94.39,108.35,2,1,10.26,67950.68,6.05,40.93,16.28,Yes,0,0
512,34,East,Standard,Mobile,Quarterly,Bank Transfer,2,31,47.52,4.5,19.82,85.01,70.95,3,2,7.24,52917.45,9.97,,10.56,Yes,1,0
2759,47,Central,Premium,Mobile,Annual,Card,5,46,97.03,2.55,19.35,41.9,43.87,3,1,4.84,45799.93,12.56,63.57,38.06,Yes,1,0
2738,35,North,Premium,Mobile,Quarterly,Card,1,20,86.24,3.18,9.37,41.51,78.12,3,1,5.7,57122.87,11.78,71.13,27.15,No,0,0
1394,44,North,Premium,Mobile,Quarterly,Card,2,36,89.94,6.11,,182.59,173.06,3,2,5.85,57587.63,11.3,58.51,14.72,No,1,0
1587,18,North,Standard,Desktop,Monthly,Card,2,68,56.45,4.86,24.89,121.33,80.5,1,1,2.79,64397.16,9.91,67.88,11.6,Yes,1,0
1930,47,North,Standard,Desktop,Quarterly,Bank Transfer,4,8,47.4,4.45,25.82,103.82,76.72,1,0,6.64,34977.49,1.5,56.68,10.65,Yes,0,1
2498,18,North,Standard,Mobile,Monthly,Card,4,12,62.63,1.21,22.96,20.78,19.19,1,1,10.58,53302.56,5.83,46.99,51.71,No,1,1
788,36,West,Basic,Mobile,Quarterly,Bank Transfer,2,36,53.18,5.78,16.46,115.83,98.82,2,2,5.19,69318.95,12.1,55.29,9.21,No,1,1
2637,34,Central,Basic,Mobile,Monthly,Card,2,9,33.81,7,16.38,118.05,127.01,3,1,12.36,77205.95,6.73,58.22,4.83,No,0,0
2539,45,West,Basic,Mobile,Annual,Card,5,43,42.71,9.59,26.31,256.37,157.66,1,0,4.17,73700.77,9.63,69.76,4.45,No,1,0
403,48,East,Standard,Mobile,Monthly,Digital Wallet,3,13,59.74,6.65,24.96,181.58,146.43,0,0,19.38,47798.13,16.5,32.87,8.98,No,1,1
434,18,West,Standard,Mobile,Quarterly,Card,4,9,51.01,1.47,13,25.98,0,2,0,7.85,54898.86,5.91,49.79,34.68,Yes,0,0
1152,50,South,Standard,Desktop,Quarterly,Card,3,24,39.22,4.57,34.31,175.96,149.55,3,1,2.35,38338.55,8.43,78.27,8.58,Yes,0,0
74,44,Central,Standard,Mobile,Monthly,Card,4,14,49.55,3.81,17.41,74.02,67.27,2,2,6.77,60059.2,5.16,43.79,12.99,No,1,0
1537,47,North,Basic,Tablet,Annual,Card,5,10,32.2,5.33,12.26,65.91,88.05,1,0,11.04,67671.11,7.82,50.07,6.05,No,1,0
2710,37,Central,Standard,Mobile,Monthly,Card,4,14,50.21,3.78,13.84,56.52,65.35,5,0,11.48,37841.9,4.22,,13.28,No,0,1
622,38,North,Premium,Desktop,Annual,Card,4,5,,5.12,23.73,124.88,109.89,0,0,1.82,63571.67,17.26,64.09,17.31,No,1,1
1438,18,West,Standard,Mobile,Monthly,Bank Transfer,2,14,44.78,3.77,26.14,104.38,78.72,2,2,1.67,41200.15,6.16,45.53,11.89,Yes,0,1
1560,36,South,Standard,Mobile,Monthly,Card,4,33,64.24,2.63,15.22,56.99,41.47,2,0,10.78,66438.83,10.46,59.57,24.39,Yes,0,1
1567,24,West,Premium,Tablet,Monthly,Digital Wallet,5,5,75.63,3.12,20.83,67.32,75.4,2,0,19,52587.13,11.27,52.82,24.25,No,1,1
325,60,Central,Standard,Desktop,Monthly,Digital Wallet,4,25,60.1,7.35,,249.05,159.47,3,1,11.62,48066.41,9.16,53.28,8.18,No,0,0
333,30,Central,Standard,Mobile,Monthly,Bank Transfer,1,26,53.35,6.88,30.55,218.49,192.56,2,2,11.16,47330.44,8.02,53.88,7.75,Yes,0,1
1393,31,Central,Premium,Desktop,Monthly,Card,1,21,95.06,6.18,24.93,155.16,117.68,3,2,4.29,82208.34,7.22,,15.39,Yes,1,0
651,60,East,Basic,Tablet,Monthly,Card,4,18,27.31,8.1,18.05,138.15,83.26,1,0,4.08,51812.83,7.2,67.74,3.37,No,0,0
2237,38,South,Standard,Desktop,Annual,Digital Wallet,2,14,59.24,2.9,23.52,68.07,77.02,3,0,15.05,45062.18,18.25,32.75,20.45,No,1,1
1534,24,West,Premium,Mobile,Monthly,Bank Transfer,1,20,99.42,5.9,30.89,188.98,171.66,0,0,2.36,57367.65,2.08,,16.86,No,0,1
2164,46,West,Premium,Desktop,Monthly,Card,2,9,81.55,2.81,,76.82,67.97,1,1,8.91,76244.14,5.17,67.01,28.98,No,1,1
544,36,West,Premium,Mobile,Monthly,Bank Transfer,3,6,78.55,2.79,15.83,46.47,83.41,0,0,12.17,99409.33,6.98,55.31,28.15,Yes,1,1
2959,40,North,Basic,Mobile,Quarterly,Bank Transfer,4,50,44.78,6.13,20.62,139.43,98.97,3,0,7.55,65962.17,18.06,59.3,7.3,No,0,0
1819,44,Central,Standard,Mobile,Monthly,Bank Transfer,2,7,54.05,5.48,22.65,133.7,87.33,2,0,3.97,31085.42,28.95,75.68,9.87,Yes,1,0
1625,40,West,Standard,Mobile,Monthly,Card,2,12,53.31,5.29,26.18,147.2,100.71,0,2,6.3,83788.01,17.99,71.06,10.07,No,1,0
1178,40,North,Standard,Mobile,Annual,Card,4,6,51.36,5.86,33.94,191.38,133.68,0,2,0.75,18000,15.07,100,8.77,Yes,1,0
680,36,North,Basic,Tablet,Annual,Card,3,20,36.36,4.5,27.29,118.56,78.15,4,0,6.4,36674.24,4.72,76.02,8.08,No,1,0
2097,48,West,Premium,Tablet,Quarterly,Card,2,8,83.6,3.16,23.96,71.43,69.55,2,2,4.45,59777.27,3.53,74.41,26.42,Yes,0,1
2030,32,East,Basic,Desktop,Monthly,Card,1,51,45.89,3.9,26,127.08,90.47,2,0,6.71,77876.12,16.4,,11.76,Yes,1,1
1660,40,South,Standard,Mobile,Quarterly,Card,4,5,57.05,6.14,36.5,242.52,192.59,3,0,7.59,77154.98,17.17,70.22,9.29,Yes,1,1
1638,50,North,Basic,Desktop,Annual,Bank Transfer,3,12,40.49,1.95,20.76,36.82,17.82,2,1,3.57,50658.42,8.68,55.85,20.75,Yes,1,0
240,32,Central,Basic,Mobile,Annual,Bank Transfer,2,21,31.98,3.02,14.09,54.7,43.22,2,0,7.27,76994.3,23.35,59.34,10.59,Yes,1,1
2125,38,Central,Standard,Desktop,Quarterly,Digital Wallet,4,34,74.43,3.44,21.79,75.73,89.69,2,1,7.8,42351.82,4.91,62.43,21.64,Yes,1,0
2620,58,East,Standard,Mobile,Annual,Card,5,14,,1.34,15.88,36.35,47.57,0,0,6.75,68312.37,4.03,47.66,39.11,Yes,1,0
2291,43,North,Premium,Mobile,Monthly,Card,3,4,90.31,7.9,27.74,220.54,163.5,1,1,8.07,82426.69,4.72,79.63,11.44,No,0,0
765,42,East,Basic,Mobile,Monthly,Bank Transfer,4,13,36.68,4.54,24.32,104.09,75.94,2,3,16.61,74345.15,14.89,45.01,8.08,Yes,1,1
1129,35,North,Standard,Desktop,Monthly,Card,3,13,63.28,3.21,26.63,67.86,66.29,2,0,8.98,45668.62,5.82,,19.71,Yes,0,1
1886,41,Central,Basic,Tablet,Monthly,Card,1,33,32.29,7.02,12.8,78.22,69.32,3,0,,57915.41,22.88,51.3,4.6,No,1,0
1117,52,North,Basic,Mobile,Monthly,Bank Transfer,4,40,45.77,3.79,14.29,59.93,49.22,2,1,3.79,57093.4,9.35,71.18,12.09,No,1,1
1103,45,South,Standard,Mobile,Monthly,Card,3,5,52.21,6.31,21.05,146.35,114.71,3,1,3.14,58444.3,10.92,71.11,8.28,Yes,0,0
2848,31,Central,Premium,Tablet,Annual,Bank Transfer,2,4,79.06,5.13,29.46,151.18,125.91,1,0,3.84,63385.93,6.57,79.44,15.41,Yes,1,0
2331,27,North,Basic,Mobile,Monthly,Bank Transfer,4,6,29.25,5.55,22.15,133.12,111.24,1,1,4.66,51956.35,9.45,62.23,5.27,No,1,0
1362,49,Central,Standard,Mobile,Monthly,Digital Wallet,3,16,51.17,2.62,25.91,73.54,67.03,1,2,2.43,34684.15,3.23,69.86,19.52,No,0,1
